"YEAR";"SEX";"AGE";"GEO";"POPULATION"
2006;"Female";80;"Csongrád megye";6732
2006;"Female";85;"Budapest";22448
2006;"Female";85;"Pest megye";8505
2006;"Female";85;"Fejér megye";2894
2006;"Female";85;"Komárom-Esztergom megye";2260
2006;"Female";85;"Veszprém megye";2674
2006;"Female";85;"Gyõr-Moson-Sopron megye";3540
2006;"Female";85;"Vas megye";2340
2006;"Female";85;"Zala megye";2688
2006;"Female";85;"Baranya megye";3019
2006;"Female";85;"Somogy megye";2727
2006;"Female";85;"Tolna megye";1930
2006;"Female";85;"Borsod-Abaúj-Zemplén megye";5881
2006;"Female";85;"Heves megye";3109
2006;"Female";85;"Nógrád megye";1921
2006;"Female";85;"Hajdú-Bihar megye";3870
2006;"Female";85;"Jász-Nagykun-Szolnok megye";3525
2006;"Female";85;"Szabolcs-Szatmár-Bereg megye";3646
2006;"Female";85;"Bács-Kiskun megye";4613
2006;"Female";85;"Békés megye";3694
2006;"Female";85;"Csongrád megye";3822
2007;"Male";0;"Budapest";39450
2007;"Male";0;"Pest megye";33460
2007;"Male";0;"Fejér megye";10468
2007;"Male";0;"Komárom-Esztergom megye";7694
2007;"Male";0;"Veszprém megye";8219
2007;"Male";0;"Gyõr-Moson-Sopron megye";10885
2007;"Male";0;"Vas megye";5851
2007;"Male";0;"Zala megye";6043
2007;"Male";0;"Baranya megye";9535
2007;"Male";0;"Somogy megye";7655
2007;"Male";0;"Tolna megye";5476
2007;"Male";0;"Borsod-Abaúj-Zemplén megye";18715
2007;"Male";0;"Heves megye";7634
2007;"Male";0;"Nógrád megye";5098
2007;"Male";0;"Hajdú-Bihar megye";14506
2007;"Male";0;"Jász-Nagykun-Szolnok megye";9910
2007;"Male";0;"Szabolcs-Szatmár-Bereg megye";16119
2007;"Male";0;"Bács-Kiskun megye";12825
2007;"Male";0;"Békés megye";8304
2007;"Male";0;"Csongrád megye";9878
2007;"Male";5;"Budapest";32956
2007;"Male";5;"Pest megye";32773
2007;"Male";5;"Fejér megye";10504
2007;"Male";5;"Komárom-Esztergom megye";7727
2007;"Male";5;"Veszprém megye";8298
2007;"Male";5;"Gyõr-Moson-Sopron megye";10337
2007;"Male";5;"Vas megye";6000
2007;"Male";5;"Zala megye";6614
2007;"Male";5;"Baranya megye";9387
2007;"Male";5;"Somogy megye";8130
2007;"Male";5;"Tolna megye";5921
2007;"Male";5;"Borsod-Abaúj-Zemplén megye";20689
2007;"Male";5;"Heves megye";7976
2007;"Male";5;"Nógrád megye";5367
2007;"Male";5;"Hajdú-Bihar megye";14865
2007;"Male";5;"Jász-Nagykun-Szolnok megye";10366
2007;"Male";5;"Szabolcs-Szatmár-Bereg megye";17965
2007;"Male";5;"Bács-Kiskun megye";13141
2007;"Male";5;"Békés megye";9131
2007;"Male";5;"Csongrád megye";9818
2007;"Male";10;"Budapest";35951
2007;"Male";10;"Pest megye";36610
2007;"Male";10;"Fejér megye";12919
2007;"Male";10;"Komárom-Esztergom megye";9258
2007;"Male";10;"Veszprém megye";10534
2007;"Male";10;"Gyõr-Moson-Sopron megye";12207
2007;"Male";10;"Vas megye";7478
2007;"Male";10;"Zala megye";8020
2007;"Male";10;"Baranya megye";11123
2007;"Male";10;"Somogy megye";9738
2007;"Male";10;"Tolna megye";7208
2007;"Male";10;"Borsod-Abaúj-Zemplén megye";23428
2007;"Male";10;"Heves megye";9099
2007;"Male";10;"Nógrád megye";6356
2007;"Male";10;"Hajdú-Bihar megye";17420
2007;"Male";10;"Jász-Nagykun-Szolnok megye";12394
2007;"Male";10;"Szabolcs-Szatmár-Bereg megye";20225
2007;"Male";10;"Bács-Kiskun megye";15927
2007;"Male";10;"Békés megye";11169
2007;"Male";10;"Csongrád megye";11773
2007;"Male";15;"Budapest";41709
2007;"Male";15;"Pest megye";37385
2007;"Male";15;"Fejér megye";14350
2007;"Male";15;"Komárom-Esztergom megye";10245
2007;"Male";15;"Veszprém megye";12065
2007;"Male";15;"Gyõr-Moson-Sopron megye";14166
2007;"Male";15;"Vas megye";8355
2007;"Male";15;"Zala megye";9291
2007;"Male";15;"Baranya megye";12763
2007;"Male";15;"Somogy megye";10324
2007;"Male";15;"Tolna megye";7927
2007;"Male";15;"Borsod-Abaúj-Zemplén megye";25820
2007;"Male";15;"Heves megye";10145
2007;"Male";15;"Nógrád megye";6649
2007;"Male";15;"Hajdú-Bihar megye";19309
2007;"Male";15;"Jász-Nagykun-Szolnok megye";13655
2007;"Male";15;"Szabolcs-Szatmár-Bereg megye";21108
2007;"Male";15;"Bács-Kiskun megye";17698
2007;"Male";15;"Békés megye";12469
2007;"Male";15;"Csongrád megye";13419
2007;"Male";20;"Budapest";50618
2007;"Male";20;"Pest megye";37240
2007;"Male";20;"Fejér megye";14811
2007;"Male";20;"Komárom-Esztergom megye";10890
2007;"Male";20;"Veszprém megye";13137
2007;"Male";20;"Gyõr-Moson-Sopron megye";15495
2007;"Male";20;"Vas megye";8430
2007;"Male";20;"Zala megye";9836
2007;"Male";20;"Baranya megye";13229
2007;"Male";20;"Somogy megye";11104
2007;"Male";20;"Tolna megye";8353
2007;"Male";20;"Borsod-Abaúj-Zemplén megye";26303
2007;"Male";20;"Heves megye";10509
2007;"Male";20;"Nógrád megye";6760
2007;"Male";20;"Hajdú-Bihar megye";19378
2007;"Male";20;"Jász-Nagykun-Szolnok megye";13750
2007;"Male";20;"Szabolcs-Szatmár-Bereg megye";21545
2007;"Male";20;"Bács-Kiskun megye";17835
2007;"Male";20;"Békés megye";12782
2007;"Male";20;"Csongrád megye";14537
2007;"Male";25;"Budapest";74319
2007;"Male";25;"Pest megye";45960
2007;"Male";25;"Fejér megye";17802
2007;"Male";25;"Komárom-Esztergom megye";13416
2007;"Male";25;"Veszprém megye";15047
2007;"Male";25;"Gyõr-Moson-Sopron megye";19106
2007;"Male";25;"Vas megye";10324
2007;"Male";25;"Zala megye";11305
2007;"Male";25;"Baranya megye";16246
2007;"Male";25;"Somogy megye";12240
2007;"Male";25;"Tolna megye";8668
2007;"Male";25;"Borsod-Abaúj-Zemplén megye";27151
2007;"Male";25;"Heves megye";12088
2007;"Male";25;"Nógrád megye";7923
2007;"Male";25;"Hajdú-Bihar megye";22032
2007;"Male";25;"Jász-Nagykun-Szolnok megye";15599
2007;"Male";25;"Szabolcs-Szatmár-Bereg megye";22030
2007;"Male";25;"Bács-Kiskun megye";20836
2007;"Male";25;"Békés megye";13428
2007;"Male";25;"Csongrád megye";17207
2007;"Male";30;"Budapest";77966
2007;"Male";30;"Pest megye";52765
2007;"Male";30;"Fejér megye";18669
2007;"Male";30;"Komárom-Esztergom megye";13632
2007;"Male";30;"Veszprém megye";14794
2007;"Male";30;"Gyõr-Moson-Sopron megye";19554
2007;"Male";30;"Vas megye";10809
2007;"Male";30;"Zala megye";11743
2007;"Male";30;"Baranya megye";15937
2007;"Male";30;"Somogy megye";12595
2007;"Male";30;"Tolna megye";9260
2007;"Male";30;"Borsod-Abaúj-Zemplén megye";26149
2007;"Male";30;"Heves megye";12499
2007;"Male";30;"Nógrád megye";8288
2007;"Male";30;"Hajdú-Bihar megye";22297
2007;"Male";30;"Jász-Nagykun-Szolnok megye";15480
2007;"Male";30;"Szabolcs-Szatmár-Bereg megye";23012
2007;"Male";30;"Bács-Kiskun megye";21159
2007;"Male";30;"Békés megye";14718
2007;"Male";30;"Csongrád megye";17530
2007;"Male";35;"Budapest";62341
2007;"Male";35;"Pest megye";47982
2007;"Male";35;"Fejér megye";15640
2007;"Male";35;"Komárom-Esztergom megye";11764
2007;"Male";35;"Veszprém megye";12824
2007;"Male";35;"Gyõr-Moson-Sopron megye";16583
2007;"Male";35;"Vas megye";9744
2007;"Male";35;"Zala megye";10385
2007;"Male";35;"Baranya megye";13717
2007;"Male";35;"Somogy megye";11247
2007;"Male";35;"Tolna megye";8257
2007;"Male";35;"Borsod-Abaúj-Zemplén megye";24274
2007;"Male";35;"Heves megye";10832
2007;"Male";35;"Nógrád megye";7332
2007;"Male";35;"Hajdú-Bihar megye";19333
2007;"Male";35;"Jász-Nagykun-Szolnok megye";13776
2007;"Male";35;"Szabolcs-Szatmár-Bereg megye";20255
2007;"Male";35;"Bács-Kiskun megye";18751
2007;"Male";35;"Békés megye";12922
2007;"Male";35;"Csongrád megye";15054
2007;"Male";40;"Budapest";45304
2007;"Male";40;"Pest megye";36806
2007;"Male";40;"Fejér megye";13178
2007;"Male";40;"Komárom-Esztergom megye";9845
2007;"Male";40;"Veszprém megye";11639
2007;"Male";40;"Gyõr-Moson-Sopron megye";13232
2007;"Male";40;"Vas megye";8404
2007;"Male";40;"Zala megye";9068
2007;"Male";40;"Baranya megye";12206
2007;"Male";40;"Somogy megye";10078
2007;"Male";40;"Tolna megye";7403
2007;"Male";40;"Borsod-Abaúj-Zemplén megye";22383
2007;"Male";40;"Heves megye";9283
2007;"Male";40;"Nógrád megye";6708
2007;"Male";40;"Hajdú-Bihar megye";16591
2007;"Male";40;"Jász-Nagykun-Szolnok megye";11980
2007;"Male";40;"Szabolcs-Szatmár-Bereg megye";18066
2007;"Male";40;"Bács-Kiskun megye";16419
2007;"Male";40;"Békés megye";11379
2007;"Male";40;"Csongrád megye";12402
2007;"Male";45;"Budapest";43914
2007;"Male";45;"Pest megye";35756
2007;"Male";45;"Fejér megye";14433
2007;"Male";45;"Komárom-Esztergom megye";10447
2007;"Male";45;"Veszprém megye";12546
2007;"Male";45;"Gyõr-Moson-Sopron megye";14356
2007;"Male";45;"Vas megye";8747
2007;"Male";45;"Zala megye";10318
2007;"Male";45;"Baranya megye";14076
2007;"Male";45;"Somogy megye";11330
2007;"Male";45;"Tolna megye";8302
2007;"Male";45;"Borsod-Abaúj-Zemplén megye";23815
2007;"Male";45;"Heves megye";10282
2007;"Male";45;"Nógrád megye";7389
2007;"Male";45;"Hajdú-Bihar megye";17878
2007;"Male";45;"Jász-Nagykun-Szolnok megye";12941
2007;"Male";45;"Szabolcs-Szatmár-Bereg megye";19558
2007;"Male";45;"Bács-Kiskun megye";17738
2007;"Male";45;"Békés megye";12403
2007;"Male";45;"Csongrád megye";12934
2007;"Male";50;"Budapest";59907
2007;"Male";50;"Pest megye";43575
2007;"Male";50;"Fejér megye";17149
2007;"Male";50;"Komárom-Esztergom megye";12168
2007;"Male";50;"Veszprém megye";14539
2007;"Male";50;"Gyõr-Moson-Sopron megye";17024
2007;"Male";50;"Vas megye";10817
2007;"Male";50;"Zala megye";12117
2007;"Male";50;"Baranya megye";15385
2007;"Male";50;"Somogy megye";13281
2007;"Male";50;"Tolna megye";9908
2007;"Male";50;"Borsod-Abaúj-Zemplén megye";26294
2007;"Male";50;"Heves megye";12126
2007;"Male";50;"Nógrád megye";8272
2007;"Male";50;"Hajdú-Bihar megye";19966
2007;"Male";50;"Jász-Nagykun-Szolnok megye";15860
2007;"Male";50;"Szabolcs-Szatmár-Bereg megye";21101
2007;"Male";50;"Bács-Kiskun megye";20314
2007;"Male";50;"Békés megye";15415
2007;"Male";50;"Csongrád megye";15769
2007;"Male";55;"Budapest";51445
2007;"Male";55;"Pest megye";36977
2007;"Male";55;"Fejér megye";13798
2007;"Male";55;"Komárom-Esztergom megye";9915
2007;"Male";55;"Veszprém megye";11691
2007;"Male";55;"Gyõr-Moson-Sopron megye";14389
2007;"Male";55;"Vas megye";9206
2007;"Male";55;"Zala megye";9864
2007;"Male";55;"Baranya megye";12246
2007;"Male";55;"Somogy megye";11165
2007;"Male";55;"Tolna megye";8228
2007;"Male";55;"Borsod-Abaúj-Zemplén megye";21249
2007;"Male";55;"Heves megye";10179
2007;"Male";55;"Nógrád megye";6913
2007;"Male";55;"Hajdú-Bihar megye";16119
2007;"Male";55;"Jász-Nagykun-Szolnok megye";12952
2007;"Male";55;"Szabolcs-Szatmár-Bereg megye";16902
2007;"Male";55;"Bács-Kiskun megye";17019
2007;"Male";55;"Békés megye";13057
2007;"Male";55;"Csongrád megye";13259
2007;"Male";60;"Budapest";46807
2007;"Male";60;"Pest megye";29774
2007;"Male";60;"Fejér megye";10211
2007;"Male";60;"Komárom-Esztergom megye";7738
2007;"Male";60;"Veszprém megye";9117
2007;"Male";60;"Gyõr-Moson-Sopron megye";11329
2007;"Male";60;"Vas megye";6847
2007;"Male";60;"Zala megye";7252
2007;"Male";60;"Baranya megye";9399
2007;"Male";60;"Somogy megye";8227
2007;"Male";60;"Tolna megye";5948
2007;"Male";60;"Borsod-Abaúj-Zemplén megye";15985
2007;"Male";60;"Heves megye";8105
2007;"Male";60;"Nógrád megye";5486
2007;"Male";60;"Hajdú-Bihar megye";12148
2007;"Male";60;"Jász-Nagykun-Szolnok megye";9886
2007;"Male";60;"Szabolcs-Szatmár-Bereg megye";10937
2007;"Male";60;"Bács-Kiskun megye";13474
2007;"Male";60;"Békés megye";9786
2007;"Male";60;"Csongrád megye";10938
2007;"Male";65;"Budapest";34652
2007;"Male";65;"Pest megye";21928
2007;"Male";65;"Fejér megye";8174
2007;"Male";65;"Komárom-Esztergom megye";6494
2007;"Male";65;"Veszprém megye";7681
2007;"Male";65;"Gyõr-Moson-Sopron megye";8521
2007;"Male";65;"Vas megye";5465
2007;"Male";65;"Zala megye";5898
2007;"Male";65;"Baranya megye";8275
2007;"Male";65;"Somogy megye";6787
2007;"Male";65;"Tolna megye";4832
2007;"Male";65;"Borsod-Abaúj-Zemplén megye";13983
2007;"Male";65;"Heves megye";6492
2007;"Male";65;"Nógrád megye";4734
2007;"Male";65;"Hajdú-Bihar megye";10085
2007;"Male";65;"Jász-Nagykun-Szolnok megye";8585
2007;"Male";65;"Szabolcs-Szatmár-Bereg megye";9110
2007;"Male";65;"Bács-Kiskun megye";10536
2007;"Male";65;"Békés megye";8268
2007;"Male";65;"Csongrád megye";8665
2007;"Male";70;"Budapest";27695
2007;"Male";70;"Pest megye";15759
2007;"Male";70;"Fejér megye";6726
2007;"Male";70;"Komárom-Esztergom megye";4895
2007;"Male";70;"Veszprém megye";5935
2007;"Male";70;"Gyõr-Moson-Sopron megye";6501
2007;"Male";70;"Vas megye";3963
2007;"Male";70;"Zala megye";4946
2007;"Male";70;"Baranya megye";6584
2007;"Male";70;"Somogy megye";5148
2007;"Male";70;"Tolna megye";3999
2007;"Male";70;"Borsod-Abaúj-Zemplén megye";11465
2007;"Male";70;"Heves megye";5527
2007;"Male";70;"Nógrád megye";3801
2007;"Male";70;"Hajdú-Bihar megye";7900
2007;"Male";70;"Jász-Nagykun-Szolnok megye";7020
2007;"Male";70;"Szabolcs-Szatmár-Bereg megye";7613
2007;"Male";70;"Bács-Kiskun megye";8569
2007;"Male";70;"Békés megye";7075
2007;"Male";70;"Csongrád megye";6817
2007;"Male";75;"Budapest";24062
2007;"Male";75;"Pest megye";11325
2007;"Male";75;"Fejér megye";4908
2007;"Male";75;"Komárom-Esztergom megye";3310
2007;"Male";75;"Veszprém megye";4453
2007;"Male";75;"Gyõr-Moson-Sopron megye";5233
2007;"Male";75;"Vas megye";3162
2007;"Male";75;"Zala megye";3808
2007;"Male";75;"Baranya megye";4828
2007;"Male";75;"Somogy megye";3995
2007;"Male";75;"Tolna megye";2896
2007;"Male";75;"Borsod-Abaúj-Zemplén megye";7842
2007;"Male";75;"Heves megye";4042
2007;"Male";75;"Nógrád megye";2512
2007;"Male";75;"Hajdú-Bihar megye";5832
2007;"Male";75;"Jász-Nagykun-Szolnok megye";5148
2007;"Male";75;"Szabolcs-Szatmár-Bereg megye";5640
2007;"Male";75;"Bács-Kiskun megye";6632
2007;"Male";75;"Békés megye";5124
2007;"Male";75;"Csongrád megye";5236
2007;"Male";80;"Budapest";14899
2007;"Male";80;"Pest megye";6263
2007;"Male";80;"Fejér megye";2516
2007;"Male";80;"Komárom-Esztergom megye";1803
2007;"Male";80;"Veszprém megye";2393
2007;"Male";80;"Gyõr-Moson-Sopron megye";3317
2007;"Male";80;"Vas megye";1921
2007;"Male";80;"Zala megye";2269
2007;"Male";80;"Baranya megye";2584
2007;"Male";80;"Somogy megye";2261
2007;"Male";80;"Tolna megye";1789
2007;"Male";80;"Borsod-Abaúj-Zemplén megye";4447
2007;"Male";80;"Heves megye";2291
2007;"Male";80;"Nógrád megye";1386
2007;"Male";80;"Hajdú-Bihar megye";3592
2007;"Male";80;"Jász-Nagykun-Szolnok megye";3187
2007;"Male";80;"Szabolcs-Szatmár-Bereg megye";3184
2007;"Male";80;"Bács-Kiskun megye";3898
2007;"Male";80;"Békés megye";3493
2007;"Male";80;"Csongrád megye";3217
2007;"Male";85;"Budapest";9389
2007;"Male";85;"Pest megye";3454
2007;"Male";85;"Fejér megye";1180
2007;"Male";85;"Komárom-Esztergom megye";910
2007;"Male";85;"Veszprém megye";1290
2007;"Male";85;"Gyõr-Moson-Sopron megye";1713
2007;"Male";85;"Vas megye";1024
2007;"Male";85;"Zala megye";1079
2007;"Male";85;"Baranya megye";1392
2007;"Male";85;"Somogy megye";1175
2007;"Male";85;"Tolna megye";876
2007;"Male";85;"Borsod-Abaúj-Zemplén megye";2254
2007;"Male";85;"Heves megye";1140
2007;"Male";85;"Nógrád megye";755
2007;"Male";85;"Hajdú-Bihar megye";1881
2007;"Male";85;"Jász-Nagykun-Szolnok megye";1532
2007;"Male";85;"Szabolcs-Szatmár-Bereg megye";1513
2007;"Male";85;"Bács-Kiskun megye";1986
2007;"Male";85;"Békés megye";1980
2007;"Male";85;"Csongrád megye";1746
2007;"Female";0;"Budapest";37045
2007;"Female";0;"Pest megye";31935
2007;"Female";0;"Fejér megye";10032
2007;"Female";0;"Komárom-Esztergom megye";7136
2007;"Female";0;"Veszprém megye";8066
2007;"Female";0;"Gyõr-Moson-Sopron megye";10326
2007;"Female";0;"Vas megye";5445
2007;"Female";0;"Zala megye";5805
2007;"Female";0;"Baranya megye";8868
2007;"Female";0;"Somogy megye";7254
2007;"Female";0;"Tolna megye";5106
2007;"Female";0;"Borsod-Abaúj-Zemplén megye";17822
2007;"Female";0;"Heves megye";7221
2007;"Female";0;"Nógrád megye";4789
2007;"Female";0;"Hajdú-Bihar megye";13617
2007;"Female";0;"Jász-Nagykun-Szolnok megye";9220
2007;"Female";0;"Szabolcs-Szatmár-Bereg megye";15459
2007;"Female";0;"Bács-Kiskun megye";12049
2007;"Female";0;"Békés megye";7823
2007;"Female";0;"Csongrád megye";9413
2007;"Female";5;"Budapest";31339
2007;"Female";5;"Pest megye";31164
2007;"Female";5;"Fejér megye";9780
2007;"Female";5;"Komárom-Esztergom megye";7252
2007;"Female";5;"Veszprém megye";7904
2007;"Female";5;"Gyõr-Moson-Sopron megye";9804
2007;"Female";5;"Vas megye";5731
2007;"Female";5;"Zala megye";5961
2007;"Female";5;"Baranya megye";8947
2007;"Female";5;"Somogy megye";7841
2007;"Female";5;"Tolna megye";5445
2007;"Female";5;"Borsod-Abaúj-Zemplén megye";19446
2007;"Female";5;"Heves megye";7715
2007;"Female";5;"Nógrád megye";5183
2007;"Female";5;"Hajdú-Bihar megye";14267
2007;"Female";5;"Jász-Nagykun-Szolnok megye";9924
2007;"Female";5;"Szabolcs-Szatmár-Bereg megye";17156
2007;"Female";5;"Bács-Kiskun megye";12538
2007;"Female";5;"Békés megye";8737
2007;"Female";5;"Csongrád megye";9521
2007;"Female";10;"Budapest";34130
2007;"Female";10;"Pest megye";34621
2007;"Female";10;"Fejér megye";12209
2007;"Female";10;"Komárom-Esztergom megye";8806
2007;"Female";10;"Veszprém megye";9864
2007;"Female";10;"Gyõr-Moson-Sopron megye";11719
2007;"Female";10;"Vas megye";7295
2007;"Female";10;"Zala megye";7479
2007;"Female";10;"Baranya megye";10716
2007;"Female";10;"Somogy megye";9161
2007;"Female";10;"Tolna megye";6583
2007;"Female";10;"Borsod-Abaúj-Zemplén megye";22551
2007;"Female";10;"Heves megye";8758
2007;"Female";10;"Nógrád megye";5919
2007;"Female";10;"Hajdú-Bihar megye";16664
2007;"Female";10;"Jász-Nagykun-Szolnok megye";11755
2007;"Female";10;"Szabolcs-Szatmár-Bereg megye";19424
2007;"Female";10;"Bács-Kiskun megye";15468
2007;"Female";10;"Békés megye";10722
2007;"Female";10;"Csongrád megye";11197
2007;"Female";15;"Budapest";40872
2007;"Female";15;"Pest megye";35204
2007;"Female";15;"Fejér megye";13656
2007;"Female";15;"Komárom-Esztergom megye";9592
2007;"Female";15;"Veszprém megye";11281
2007;"Female";15;"Gyõr-Moson-Sopron megye";13172
2007;"Female";15;"Vas megye";7790
2007;"Female";15;"Zala megye";8763
2007;"Female";15;"Baranya megye";12223
2007;"Female";15;"Somogy megye";9943
2007;"Female";15;"Tolna megye";7437
2007;"Female";15;"Borsod-Abaúj-Zemplén megye";24370
2007;"Female";15;"Heves megye";9882
2007;"Female";15;"Nógrád megye";6445
2007;"Female";15;"Hajdú-Bihar megye";18840
2007;"Female";15;"Jász-Nagykun-Szolnok megye";12814
2007;"Female";15;"Szabolcs-Szatmár-Bereg megye";20294
2007;"Female";15;"Bács-Kiskun megye";17100
2007;"Female";15;"Békés megye";12151
2007;"Female";15;"Csongrád megye";12956
2007;"Female";20;"Budapest";51914
2007;"Female";20;"Pest megye";35682
2007;"Female";20;"Fejér megye";13685
2007;"Female";20;"Komárom-Esztergom megye";10252
2007;"Female";20;"Veszprém megye";12464
2007;"Female";20;"Gyõr-Moson-Sopron megye";14736
2007;"Female";20;"Vas megye";8065
2007;"Female";20;"Zala megye";9423
2007;"Female";20;"Baranya megye";13408
2007;"Female";20;"Somogy megye";10274
2007;"Female";20;"Tolna megye";7673
2007;"Female";20;"Borsod-Abaúj-Zemplén megye";24729
2007;"Female";20;"Heves megye";10032
2007;"Female";20;"Nógrád megye";6516
2007;"Female";20;"Hajdú-Bihar megye";19044
2007;"Female";20;"Jász-Nagykun-Szolnok megye";13074
2007;"Female";20;"Szabolcs-Szatmár-Bereg megye";20802
2007;"Female";20;"Bács-Kiskun megye";17436
2007;"Female";20;"Békés megye";12362
2007;"Female";20;"Csongrád megye";14226
2007;"Female";25;"Budapest";77471
2007;"Female";25;"Pest megye";45126
2007;"Female";25;"Fejér megye";16394
2007;"Female";25;"Komárom-Esztergom megye";12099
2007;"Female";25;"Veszprém megye";13635
2007;"Female";25;"Gyõr-Moson-Sopron megye";18274
2007;"Female";25;"Vas megye";9784
2007;"Female";25;"Zala megye";10507
2007;"Female";25;"Baranya megye";15298
2007;"Female";25;"Somogy megye";11430
2007;"Female";25;"Tolna megye";7916
2007;"Female";25;"Borsod-Abaúj-Zemplén megye";24350
2007;"Female";25;"Heves megye";11550
2007;"Female";25;"Nógrád megye";6966
2007;"Female";25;"Hajdú-Bihar megye";21186
2007;"Female";25;"Jász-Nagykun-Szolnok megye";14444
2007;"Female";25;"Szabolcs-Szatmár-Bereg megye";20842
2007;"Female";25;"Bács-Kiskun megye";19147
2007;"Female";25;"Békés megye";12341
2007;"Female";25;"Csongrád megye";16863
2007;"Female";30;"Budapest";81290
2007;"Female";30;"Pest megye";52714
2007;"Female";30;"Fejér megye";17132
2007;"Female";30;"Komárom-Esztergom megye";12691
2007;"Female";30;"Veszprém megye";13652
2007;"Female";30;"Gyõr-Moson-Sopron megye";18249
2007;"Female";30;"Vas megye";10173
2007;"Female";30;"Zala megye";10899
2007;"Female";30;"Baranya megye";15295
2007;"Female";30;"Somogy megye";12025
2007;"Female";30;"Tolna megye";8806
2007;"Female";30;"Borsod-Abaúj-Zemplén megye";24522
2007;"Female";30;"Heves megye";11695
2007;"Female";30;"Nógrád megye";7300
2007;"Female";30;"Hajdú-Bihar megye";21128
2007;"Female";30;"Jász-Nagykun-Szolnok megye";14195
2007;"Female";30;"Szabolcs-Szatmár-Bereg megye";22024
2007;"Female";30;"Bács-Kiskun megye";20214
2007;"Female";30;"Békés megye";13560
2007;"Female";30;"Csongrád megye";16926
2007;"Female";35;"Budapest";63567
2007;"Female";35;"Pest megye";46672
2007;"Female";35;"Fejér megye";15034
2007;"Female";35;"Komárom-Esztergom megye";10797
2007;"Female";35;"Veszprém megye";12062
2007;"Female";35;"Gyõr-Moson-Sopron megye";15354
2007;"Female";35;"Vas megye";9331
2007;"Female";35;"Zala megye";9938
2007;"Female";35;"Baranya megye";13582
2007;"Female";35;"Somogy megye";10934
2007;"Female";35;"Tolna megye";8261
2007;"Female";35;"Borsod-Abaúj-Zemplén megye";23776
2007;"Female";35;"Heves megye";10462
2007;"Female";35;"Nógrád megye";6993
2007;"Female";35;"Hajdú-Bihar megye";19125
2007;"Female";35;"Jász-Nagykun-Szolnok megye";13058
2007;"Female";35;"Szabolcs-Szatmár-Bereg megye";19770
2007;"Female";35;"Bács-Kiskun megye";18094
2007;"Female";35;"Békés megye";12501
2007;"Female";35;"Csongrád megye";14676
2007;"Female";40;"Budapest";48575
2007;"Female";40;"Pest megye";36078
2007;"Female";40;"Fejér megye";12757
2007;"Female";40;"Komárom-Esztergom megye";9808
2007;"Female";40;"Veszprém megye";11185
2007;"Female";40;"Gyõr-Moson-Sopron megye";13073
2007;"Female";40;"Vas megye";8032
2007;"Female";40;"Zala megye";9119
2007;"Female";40;"Baranya megye";12573
2007;"Female";40;"Somogy megye";9945
2007;"Female";40;"Tolna megye";7462
2007;"Female";40;"Borsod-Abaúj-Zemplén megye";22582
2007;"Female";40;"Heves megye";9251
2007;"Female";40;"Nógrád megye";6640
2007;"Female";40;"Hajdú-Bihar megye";16797
2007;"Female";40;"Jász-Nagykun-Szolnok megye";11965
2007;"Female";40;"Szabolcs-Szatmár-Bereg megye";17920
2007;"Female";40;"Bács-Kiskun megye";16372
2007;"Female";40;"Békés megye";11433
2007;"Female";40;"Csongrád megye";12770
2007;"Female";45;"Budapest";50572
2007;"Female";45;"Pest megye";37388
2007;"Female";45;"Fejér megye";14882
2007;"Female";45;"Komárom-Esztergom megye";10720
2007;"Female";45;"Veszprém megye";12737
2007;"Female";45;"Gyõr-Moson-Sopron megye";14623
2007;"Female";45;"Vas megye";9075
2007;"Female";45;"Zala megye";10857
2007;"Female";45;"Baranya megye";14571
2007;"Female";45;"Somogy megye";11545
2007;"Female";45;"Tolna megye";8736
2007;"Female";45;"Borsod-Abaúj-Zemplén megye";25167
2007;"Female";45;"Heves megye";11017
2007;"Female";45;"Nógrád megye";7509
2007;"Female";45;"Hajdú-Bihar megye";18890
2007;"Female";45;"Jász-Nagykun-Szolnok megye";13469
2007;"Female";45;"Szabolcs-Szatmár-Bereg megye";20459
2007;"Female";45;"Bács-Kiskun megye";18755
2007;"Female";45;"Békés megye";12983
2007;"Female";45;"Csongrád megye";13868
2007;"Female";50;"Budapest";74450
2007;"Female";50;"Pest megye";46655
2007;"Female";50;"Fejér megye";17936
2007;"Female";50;"Komárom-Esztergom megye";13258
2007;"Female";50;"Veszprém megye";15453
2007;"Female";50;"Gyõr-Moson-Sopron megye";18426
2007;"Female";50;"Vas megye";11285
2007;"Female";50;"Zala megye";13013
2007;"Female";50;"Baranya megye";16874
2007;"Female";50;"Somogy megye";14195
2007;"Female";50;"Tolna megye";10573
2007;"Female";50;"Borsod-Abaúj-Zemplén megye";28767
2007;"Female";50;"Heves megye";13715
2007;"Female";50;"Nógrád megye";8957
2007;"Female";50;"Hajdú-Bihar megye";21476
2007;"Female";50;"Jász-Nagykun-Szolnok megye";17007
2007;"Female";50;"Szabolcs-Szatmár-Bereg megye";22311
2007;"Female";50;"Bács-Kiskun megye";22148
2007;"Female";50;"Békés megye";16162
2007;"Female";50;"Csongrád megye";17836
2007;"Female";55;"Budapest";68418
2007;"Female";55;"Pest megye";42030
2007;"Female";55;"Fejér megye";15411
2007;"Female";55;"Komárom-Esztergom megye";11432
2007;"Female";55;"Veszprém megye";12915
2007;"Female";55;"Gyõr-Moson-Sopron megye";15720
2007;"Female";55;"Vas megye";9923
2007;"Female";55;"Zala megye";10781
